timestamp,step,pair_name,spot_symbol,future_symbol,signal,status,failure_reason,spot_bid,spot_ask,spot_bid_size,spot_ask_size,future_bid,future_ask,future_bid_size,future_ask_size,long_spot_short_future_pct,short_spot_long_future_pct,mid_basis_pct,long_spot_short_future_ticks,short_spot_long_future_ticks,pricing_spot_tick_size,pricing_future_tick_size,position_quantity,position_direction,spot_tick_size,future_tick_size,time
1779325211259528000,11,1301_CFFG6,1301,CFFG6,HOLD,MARKET,,45.75,45.800000000000004,78.0,29.0,45.5,46.85,1.0,10.0,-0.006550218340611446,0.024043715846994565,0.008738394320043504,-4.8320000000000425,-12.830000000000014,0.05,0.05,0.0,HOLD,0.05,0.05,2026-05-21 09:00:11.259528+08:00
1779325212259528000,12,1301_CFFG6,1301,CFFG6,HOLD,MARKET,,45.75,45.800000000000004,77.0,29.0,45.5,46.85,1.0,10.0,-0.006550218340611446,0.024043715846994565,0.008738394320043504,-4.8320000000000425,-12.830000000000014,0.05,0.05,0.0,HOLD,0.05,0.05,2026-05-21 09:00:12.259528+08:00
1779325213259528000,13,1301_CFFG6,1301,CFFG6,HOLD,MARKET,,45.75,45.800000000000004,77.0,29.0,45.5,46.85,1.0,10.0,-0.006550218340611446,0.024043715846994565,0.008738394320043504,-4.8320000000000425,-12.830000000000014,0.05,0.05,0.0,HOLD,0.05,0.05,2026-05-21 09:00:13.259528+08:00
1779325214259528000,14,1301_CFFG6,1301,CFFG6,HOLD,MARKET,,45.75,45.800000000000004,80.0,29.0,45.5,46.85,1.0,10.0,-0.006550218340611446,0.024043715846994565,0.008738394320043504,-4.8320000000000425,-12.830000000000014,0.05,0.05,0.0,HOLD,0.05,0.05,2026-05-21 09:00:14.259528+08:00
1779325215259528000,15,1301_CFFG6,1301,CFFG6,HOLD,MARKET,,45.75,45.800000000000004,55.0,29.0,45.5,46.85,9.0,10.0,-0.006550218340611446,0.024043715846994565,0.008738394320043504,-4.8320000000000425,-12.830000000000014,0.05,0.05,0.0,HOLD,0.05,0.05,2026-05-21 09:00:15.259528+08:00
1779325216259528000,16,1301_CFFG6,1301,CFFG6,HOLD,MARKET,,45.75,45.800000000000004,55.0,29.0,45.5,46.85,9.0,10.0,-0.006550218340611446,0.024043715846994565,0.008738394320043504,-4.8320000000000425,-12.830000000000014,0.05,0.05,0.0,HOLD,0.05,0.05,2026-05-21 09:00:16.259528+08:00
1779325217259528000,17,1301_CFFG6,1301,CFFG6,HOLD,MARKET,,45.75,45.800000000000004,55.0,29.0,45.5,46.85,9.0,10.0,-0.006550218340611446,0.024043715846994565,0.008738394320043504,-4.8320000000000425,-12.830000000000014,0.05,0.05,0.0,HOLD,0.05,0.05,2026-05-21 09:00:17.259528+08:00
1779325218259528000,18,1301_CFFG6,1301,CFFG6,HOLD,MARKET,,45.650000000000006,45.7,7.0,5.0,45.400000000000006,46.85,1.0,10.0,-0.006564551422319412,0.026286966046002093,0.00985221674876838,-4.827999999999972,-13.825999999999958,0.05,0.05,0.0,HOLD,0.05,0.05,2026-05-21 09:00:18.259528+08:00
1779325219259528000,19,1301_CFFG6,1301,CFFG6,HOLD,MARKET,,45.650000000000006,45.7,6.0,7.0,45.400000000000006,46.85,1.0,10.0,-0.006564551422319412,0.026286966046002093,0.00985221674876838,-4.827999999999972,-13.825999999999958,0.05,0.05,0.0,HOLD,0.05,0.05,2026-05-21 09:00:19.259528+08:00
1779325220259528000,20,1301_CFFG6,1301,CFFG6,HOLD,MARKET,,45.650000000000006,45.7,6.0,7.0,45.400000000000006,46.85,1.0,10.0,-0.006564551422319412,0.026286966046002093,0.00985221674876838,-4.827999999999972,-13.825999999999958,0.05,0.05,0.0,HOLD,0.05,0.05,2026-05-21 09:00:20.259528+08:00
1779325221259528000,21,1301_CFFG6,1301,CFFG6,HOLD,MARKET,,45.650000000000006,45.7,6.0,7.0,45.400000000000006,46.85,1.0,10.0,-0.006564551422319412,0.026286966046002093,0.00985221674876838,-4.827999999999972,-13.825999999999958,0.05,0.05,0.0,HOLD,0.05,0.05,2026-05-21 09:00:21.259528+08:00
