trade_date,run_key,pair_name,spot_symbol,future_symbol,entry_threshold_pct,min_effective_tick_multiple,spot_order_qty,future_order_qty,future_pnl_multiplier,daily_config_path
2026-05-25,2026-05-25::2356_LQFF6,2356_LQFF6,2356,LQFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260525.json
2026-05-25,2026-05-25::4958_LUFF6,4958_LUFF6,4958,LUFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260525.json
2026-05-25,2026-05-25::2327_LXFF6,2327_LXFF6,2327,LXFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260525.json
2026-05-25,2026-05-25::2355_MBFF6,2355_MBFF6,2355,MBFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260525.json
2026-05-25,2026-05-25::5347_NLFF6,5347_NLFF6,5347,NLFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260525.json
2026-05-25,2026-05-25::6147_NSFF6,6147_NSFF6,6147,NSFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260525.json
2026-05-25,2026-05-25::6116_OEFF6,6116_OEFF6,6116,OEFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260525.json
2026-05-25,2026-05-25::3711_OZFF6,3711_OZFF6,3711,OZFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260525.json
2026-05-25,2026-05-25::5425_PEFF6,5425_PEFF6,5425,PEFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260525.json
2026-05-25,2026-05-25::3714_QBFF6,3714_QBFF6,3714,QBFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260525.json
2026-05-25,2026-05-25::1717_QOFF6,1717_QOFF6,1717,QOFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260525.json
2026-05-25,2026-05-25::8150_QUFF6,8150_QUFF6,8150,QUFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260525.json
2026-05-25,2026-05-25::2388_QWFF6,2388_QWFF6,2388,QWFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260525.json
2026-05-25,2026-05-25::2615_QXFF6,2615_QXFF6,2615,QXFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260525.json
2026-05-25,2026-05-25::6770_QZFF6,6770_QZFF6,6770,QZFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260525.json
2026-05-25,2026-05-25::4919_REFF6,4919_REFF6,4919,REFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260525.json
2026-05-25,2026-05-25::2367_VBFF6,2367_VBFF6,2367,VBFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260525.json
2026-05-26,2026-05-26::1303_CAFF6,1303_CAFF6,1303,CAFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2002_CBFF6,2002_CBFF6,2002,CBFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2324_CGFF6,2324_CGFF6,2324,CGFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2409_CHFF6,2409_CHFF6,2409,CHFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::1605_CSFF6,1605_CSFF6,1605,CSFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2371_CXFF6,2371_CXFF6,2371,CXFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2408_CYFF6,2408_CYFF6,2408,CYFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2603_CZFF6,2603_CZFF6,2603,CZFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2609_DAFF6,2609_DAFF6,2609,DAFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2317_DHFF6,2317_DHFF6,2317,DHFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2337_DIFF6,2337_DIFF6,2337,DIFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2382_DKFF6,2382_DKFF6,2382,DKFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::3481_DQFF6,3481_DQFF6,3481,DQFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2353_DSFF6,2353_DSFF6,2353,DSFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::3231_DXFF6,3231_DXFF6,3231,DXFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2027_FEFF6,2027_FEFF6,2027,FEFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2301_FQFF6,2301_FQFF6,2301,FQFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2312_FSFF6,2312_FSFF6,2312,FSFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2313_FTFF6,2313_FTFF6,2313,FTFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2344_FZFF6,2344_FZFF6,2344,FZFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2377_GIFF6,2377_GIFF6,2377,GIFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2449_GRFF6,2449_GRFF6,2449,GRFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2455_GUFF6,2455_GUFF6,2455,GUFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2481_GYFF6,2481_GYFF6,2481,GYFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2485_GZFF6,2485_GZFF6,2485,GZFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2498_HCFF6,2498_HCFF6,2498,HCFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2618_HSFF6,2618_HSFF6,2618,HSFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::3006_IIFF6,3006_IIFF6,3006,IIFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::3035_IPFF6,3035_IPFF6,3035,IPFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::3037_IRFF6,3037_IRFF6,3037,IRFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::3673_JNFF6,3673_JNFF6,3673,JNFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::6271_KDFF6,6271_KDFF6,6271,KDFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::6278_KEFF6,6278_KEFF6,6278,KEFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::6282_KFFF6,6282_KFFF6,6282,KFFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::6285_KGFF6,6285_KGFF6,6285,KGFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::1802_KUFF6,1802_KUFF6,1802,KUFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2328_KWFF6,2328_KWFF6,2328,KWFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2356_LQFF6,2356_LQFF6,2356,LQFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::4958_LUFF6,4958_LUFF6,4958,LUFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::8046_LYFF6,8046_LYFF6,8046,LYFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2355_MBFF6,2355_MBFF6,2355,MBFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::5347_NLFF6,5347_NLFF6,5347,NLFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::5483_NOFF6,5483_NOFF6,5483,NOFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::6147_NSFF6,6147_NSFF6,6147,NSFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::6116_OEFF6,6116_OEFF6,6116,OEFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::3711_OZFF6,3711_OZFF6,3711,OZFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::5425_PEFF6,5425_PEFF6,5425,PEFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::3714_QBFF6,3714_QBFF6,3714,QBFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::1717_QOFF6,1717_QOFF6,1717,QOFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::8150_QUFF6,8150_QUFF6,8150,QUFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2388_QWFF6,2388_QWFF6,2388,QWFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::6770_QZFF6,6770_QZFF6,6770,QZFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::4919_REFF6,4919_REFF6,4919,REFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::6443_RLFF6,6443_RLFF6,6443,RLFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
2026-05-26,2026-05-26::2367_VBFF6,2367_VBFF6,2367,VBFF6,0.013,2.0,2000,1,2000,/home/zoufuc/hftbacktest/future_spot/output/hbt_daily_full_market_20260521_20260526/daily_configs/arbitrage_config_20260526.json
