ev        , exch_ts            , local_ts           , px  , qty , order_id, ival, fval
3758096388, 1757377935040138000, 1757377935040138000, 1170,  140,        0,    0,    0
3489660931, 1757377935040138000, 1757377935040138000, 1215,    0,        0,    0,    0
3489660932, 1757377935040138000, 1757377935040138000, 1195,    4,        0,    0,    0
3489660932, 1757377935040138000, 1757377935040138000, 1200, 1382,        0,    0,    0
3489660932, 1757377935040138000, 1757377935040138000, 1205, 1004,        0,    0,    0
3489660932, 1757377935040138000, 1757377935040138000, 1210, 1340,        0,    0,    0
3489660932, 1757377935040138000, 1757377935040138000, 1215,  451,        0,    0,    0
3758096387, 1757377940056686000, 1757377940056686000, 1170,    0,        0,    0,    0
3758096388, 1757377940056686000, 1757377940056686000, 1190,  464,        0,    0,    0
3758096388, 1757377940056686000, 1757377940056686000, 1185,  854,        0,    0,    0
3758096388, 1757377940056686000, 1757377940056686000, 1180,  267,        0,    0,    0
3758096388, 1757377940056686000, 1757377940056686000, 1175,  181,        0,    0,    0
3758096388, 1757377940056686000, 1757377940056686000, 1170,  140,        0,    0,    0
3489660931, 1757377940056686000, 1757377940056686000, 1215,    0,        0,    0,    0
3489660932, 1757377940056686000, 1757377940056686000, 1195,   16,        0,    0,    0
3489660932, 1757377940056686000, 1757377940056686000, 1200, 1394,        0,    0,    0
3489660932, 1757377940056686000, 1757377940056686000, 1205, 1008,        0,    0,    0
3489660932, 1757377940056686000, 1757377940056686000, 1210, 1346,        0,    0,    0
3489660932, 1757377940056686000, 1757377940056686000, 1215,  451,        0,    0,    0
3758096387, 1757377945074459000, 1757377945074459000, 1170,    0,        0,    0,    0
3758096388, 1757377945074459000, 1757377945074459000, 1190,  464,        0,    0,    0
3758096388, 1757377945074459000, 1757377945074459000, 1185,  855,        0,    0,    0
3758096388, 1757377945074459000, 1757377945074459000, 1180,  271,        0,    0,    0
3758096388, 1757377945074459000, 1757377945074459000, 1175,  186,        0,    0,    0
3758096388, 1757377945074459000, 1757377945074459000, 1170,  140,        0,    0,    0
3489660931, 1757377945074459000, 1757377945074459000, 1215,    0,        0,    0,    0
3489660932, 1757377945074459000, 1757377945074459000, 1195,   23,        0,    0,    0
3489660932, 1757377945074459000, 1757377945074459000, 1200, 1402,        0,    0,    0
3489660932, 1757377945074459000, 1757377945074459000, 1205, 1012,        0,    0,    0
3489660932, 1757377945074459000, 1757377945074459000, 1210, 1366,        0,    0,    0
3489660932, 1757377945074459000, 1757377945074459000, 1215,  453,        0,    0,    0
3758096387, 1757377950092122000, 1757377950092122000, 1170,    0,        0,    0,    0
3758096388, 1757377950092122000, 1757377950092122000, 1190,  464,        0,    0,    0
3758096388, 1757377950092122000, 1757377950092122000, 1185,  855,        0,    0,    0
3758096388, 1757377950092122000, 1757377950092122000, 1180,  274,        0,    0,    0
