symbol,future_symbol,open,high,low,close,volume,trades,first_time,last_time,month,underlying_symbol,stock_name,unit,symbol_StockDaily,StopDayTrade,volume_StockDaily,trades_StockDaily,amount,Open,Close,High,Low,Change
DQFF6,DQ,42.7,46.0,42.4,46.0,37774,7104,2026-05-22 08:45:00.048,2026-05-22 13:44:10.413,F,3481,?s??,2000.0,3481,X,388361570.0,98437.0,17019797092.0,42.45,44.65,44.65,42.35,4.05
DSFF6,DS,28.7,30.150000000000002,28.55,29.75,1888,620,2026-05-22 08:45:00.052,2026-05-22 13:44:57.151,F,2353,????,2000.0,2353,X,70184347.0,26535.0,2065007474.0,28.6,29.55,29.95,28.5,1.15
DVFF6,DV,3790.0,3915.0,3715.0,3885.0,3639,2446,2026-05-22 08:45:00.052,2026-05-22 13:44:52.667,F,2454,?p?o??,2000.0,2454,X,20839466.0,81663.0,78869385469.0,3765.0,3860.0,3880.0,3675.0,310.0
DXFF6,DX,144.0,148.5,140.5,147.0,4759,1142,2026-05-22 08:45:00.050,2026-05-22 13:44:56.760,F,3231,?n??,2000.0,3231,X,70277790.0,42715.0,10098281418.0,142.5,144.5,146.0,139.5,4.5
FQFF6,FQ,211.5,211.5,204.0,209.5,1545,771,2026-05-22 08:45:00.052,2026-05-22 13:44:42.795,F,2301,???_??,2000.0,2301,X,20418494.0,17757.0,4214047918.0,205.0,207.0,209.0,202.5,2.5
FSFF6,FS,31.8,33.2,31.6,33.2,2212,1110,2026-05-22 08:45:00.052,2026-05-22 13:13:58.047,F,2312,???_,2000.0,2312,X,134951031.0,50874.0,4401510123.0,31.85,33.1,33.1,31.35,3.0
FTFF6,FT,264.0,284.5,263.0,282.5,10540,4867,2026-05-22 08:45:00.049,2026-05-22 13:44:58.415,F,2313,??q,2000.0,2313,X,99747807.0,87076.0,27213061480.0,261.5,278.0,281.0,261.5,20.0
FZFF6,FZ,117.5,127.0,116.5,127.0,10400,2344,2026-05-22 08:45:00.048,2026-05-22 13:39:48.262,F,2344,????q,2000.0,2344,X,193146658.0,89155.0,23713688822.0,116.5,125.0,125.0,115.5,11.0
GIFF6,GI,115.5,125.5,115.5,125.5,1923,872,2026-05-22 08:46:40.915,2026-05-22 13:41:47.443,F,2377,?L?P,2000.0,2377,X,54500942.0,36673.0,6620964660.0,114.5,124.0,124.0,113.5,11.0
GNFF6,GN,30.6,32.0,29.3,30.95,2785,1321,2026-05-22 08:45:00.052,2026-05-22 13:44:41.535,F,2401,??,2000.0,2401,X,57498129.0,28173.0,1745107438.0,30.45,30.75,31.75,29.2,1.2
GRFF6,GR,293.0,303.0,292.5,299.5,2848,1613,2026-05-22 08:45:00.078,2026-05-22 13:44:51.511,F,2449,????q?l,2000.0,2449,X,26407806.0,32351.0,7831615608.0,292.0,296.0,301.0,290.5,10.0
GYFF6,GY,135.0,142.0,131.5,136.0,3392,1182,2026-05-22 08:45:00.050,2026-05-22 13:44:58.093,F,2481,?j?Z,2000.0,2481,X,50103219.0,34455.0,6772338322.0,134.0,133.5,141.0,130.5,1.0
GZFF6,GZ,70.9,74.60000000000001,70.2,74.60000000000001,1512,870,2026-05-22 08:45:32.063,2026-05-22 13:44:54.097,F,2485,????,2000.0,2485,X,36889592.0,23969.0,2663671825.0,70.3,73.0,73.5,70.1,3.0
HSFF6,HS,36.0,36.2,35.5,35.800000000000004,1188,313,2026-05-22 08:45:00.052,2026-05-22 13:44:39.489,F,2618,???a??,2000.0,2618,X,45237975.0,14437.0,1604190697.0,35.5,35.5,35.65,35.1,0.2
IIFF6,II,229.0,246.5,226.5,240.5,2562,1195,2026-05-22 08:46:37.151,2026-05-22 13:44:30.000,F,3006,??????,2000.0,3006,X,29748415.0,21302.0,7111115337.0,225.0,237.5,244.0,224.0,15.5
IPFF6,IP,212.0,215.5,204.5,213.5,2505,1383,2026-05-22 08:45:00.052,2026-05-22 13:44:44.045,F,3035,????,2000.0,3035,X,28366148.0,38283.0,5982481211.0,210.0,211.0,216.5,205.0,3.0
IRFF6,IR,970.0,988.0,942.0,987.0,3118,1983,2026-05-22 08:45:00.050,2026-05-22 13:44:54.327,F,3037,?Y??,2000.0,3037,X,42132962.0,71312.0,40442520937.0,932.0,970.0,986.0,931.0,65.0
ITFF6,IT,167.5,180.5,162.0,180.5,3555,1564,2026-05-22 08:45:00.050,2026-05-22 13:41:12.663,F,3042,????,2000.0,3042,X,31527773.0,23829.0,5394811160.0,165.5,176.0,176.0,161.0,16.0
JNFF6,JN,76.2,82.7,75.4,78.0,2558,1508,2026-05-22 08:45:00.051,2026-05-22 13:44:09.145,F,3673,TPK-KY,2000.0,3673,X,46498888.0,27213.0,3680439566.0,75.5,77.0,81.6,74.8,2.8
KFFF6,KF,55.5,59.1,54.9,58.7,4715,2245,2026-05-22 08:45:00.051,2026-05-22 13:44:49.876,F,6282,?d??,2000.0,6282,X,78458652.0,44746.0,4424554448.0,54.6,57.4,58.3,54.4,3.8
KGFF6,KG,282.0,302.5,280.0,299.5,2189,1275,2026-05-22 08:45:00.052,2026-05-22 13:44:41.541,F,6285,????,2000.0,6285,X,30884029.0,29469.0,8981114973.0,281.0,296.0,298.0,279.0,15.5
KUFF6,KU,66.7,70.7,66.5,70.7,9413,3976,2026-05-22 08:45:00.050,2026-05-22 13:44:45.587,F,1802,?x??,2000.0,1802,X,125407590.0,67609.0,8676078603.0,67.1,70.5,70.6,67.0,5.4
LQFF6,LQ,56.0,60.300000000000004,54.6,60.300000000000004,2964,1471,2026-05-22 08:45:00.052,2026-05-22 13:38:08.859,F,2356,?^?~?F,2000.0,2356,X,122964502.0,63750.0,7099658868.0,56.8,59.5,59.5,54.8,5.4
LUFF6,LU,484.0,523.0,480.0,523.0,5208,2957,2026-05-22 08:45:00.049,2026-05-22 13:34:16.648,F,4958,????-KY,2000.0,4958,X,53330852.0,57351.0,26596837915.0,481.0,516.0,516.0,480.0,46.5
LXFF6,LX,622.0,644.0,608.0,644.0,11309,4704,2026-05-22 08:45:00.051,2026-05-22 13:36:47.952,F,2327,??*,2000.0,2327,X,73991747.0,76499.0,45499501469.0,605.0,629.0,629.0,600.0,57.0
MBFF6,MB,66.6,68.0,63.5,66.1,3619,1919,2026-05-22 08:45:00.050,2026-05-22 13:44:44.030,F,2355,?q?P,2000.0,2355,X,68692468.0,42993.0,4479055415.0,64.8,65.2,67.1,63.1,0.2
NLFF6,NL,169.5,170.0,160.0,163.5,1754,855,2026-05-22 08:45:00.052,2026-05-22 13:44:15.616,F,5347,?@??,2000.0,5347,X,30767508.0,27747.0,4958974711.0,165.0,162.0,167.5,158.0,-1.5
NSFF6,NS,228.0,228.0,214.5,219.5,6775,2533,2026-05-22 08:45:00.049,2026-05-22 13:44:57.248,F,6147,??,2000.0,6147,X,61669724.0,51353.0,13502651392.0,224.5,215.5,228.0,213.0,-7.0
OEFF6,OE,10.950000000000001,11.9,10.950000000000001,11.9,4999,1338,2026-05-22 08:45:00.051,2026-05-22 13:44:58.373,F,6116,?m??,2000.0,6116,X,101107069.0,19488.0,1186348668.0,11.1,11.85,11.85,11.05,1.05
OZFF6,OZ,529.0,561.0,523.0,561.0,1630,849,2026-05-22 08:45:06.809,2026-05-22 13:42:38.241,F,3711,??????,2000.0,3711,X,31183324.0,41443.0,17204233478.0,535.0,561.0,561.0,524.0,51.0
PEFF6,PE,92.10000000000001,93.5,87.8,88.0,2965,1351,2026-05-22 08:45:22.037,2026-05-22 13:44:57.998,F,5425,?x?b,2000.0,5425,X,30835130.0,22087.0,2747883517.0,89.5,87.1,92.0,87.1,-3.3
QBFF6,QB,75.8,82.10000000000001,75.2,82.10000000000001,3620,1711,2026-05-22 08:45:00.051,2026-05-22 13:44:15.743,F,3714,?I??,2000.0,3714,X,76568242.0,52858.0,6063800555.0,75.8,81.4,81.4,74.5,7.4
QOFF6,QO,81.4,85.3,80.5,84.0,2471,1198,2026-05-22 08:45:07.027,2026-05-22 13:44:59.412,F,1717,????,2000.0,1717,X,67986073.0,40781.0,5627996562.0,80.6,83.0,84.4,80.1,3.3
QUFF6,QU,77.2,83.4,77.10000000000001,80.7,3010,1197,2026-05-22 08:45:18.662,2026-05-22 13:44:54.882,F,8150,?n?Z,2000.0,8150,X,46238424.0,29614.0,3679241176.0,77.4,79.1,82.4,76.3,3.2
QWFF6,QW,87.8,91.60000000000001,83.9,88.8,3207,1481,2026-05-22 08:45:00.050,2026-05-22 13:44:54.240,F,2388,???,2000.0,2388,X,35608717.0,23382.0,3115339003.0,88.5,88.0,90.5,84.2,2.0
QXFF6,QX,81.8,85.8,81.8,85.2,1927,856,2026-05-22 08:55:08.946,2026-05-22 13:44:10.285,F,2615,?U??,2000.0,2615,X,23283486.0,14183.0,1953604141.0,82.7,84.3,85.2,82.4,3.1
QZFF6,QZ,59.9,64.9,59.7,64.7,12580,4484,2026-05-22 08:45:00.049,2026-05-22 13:44:55.745,F,6770,?O?n?q,2000.0,6770,X,218295235.0,103426.0,13789563114.0,60.3,63.8,64.8,60.2,4.7
REFF6,RE,180.0,192.5,179.0,192.5,1982,910,2026-05-22 08:45:00.049,2026-05-22 13:38:22.741,F,4919,?s??,2000.0,4919,X,42517850.0,30741.0,8281134833.0,190.5,199.5,199.5,188.5,18.0
VBFF6,VB,64.9,68.0,64.4,67.4,1946,1009,2026-05-22 08:47:59.469,2026-05-22 13:44:27.821,F,2367,????,2000.0,2367,X,61068731.0,34501.0,4068362077.0,64.5,66.8,67.5,64.5,2.7
