symbol,future_symbol,open,high,low,close,volume,trades,first_time,last_time,month,underlying_symbol,stock_name,unit,symbol_StockDaily,StopDayTrade,volume_StockDaily,trades_StockDaily,amount,Open,Close,High,Low,Change
DIFF6,DI,150.5,155.0,142.0,151.0,6136,2209,2026-05-25 08:45:00.038,2026-05-25 10:06:23.387,F,2337,????,2000.0,2337,X,135809749.0,90733.0,20432805643.0,148.0,152.5,154.5,140.5,3.0
DKFF6,DK,319.0,329.0,319.0,323.0,1038,552,2026-05-25 08:45:00.040,2026-05-25 13:05:41.803,F,2382,?s?F,2000.0,2382,X,46775832.0,37175.0,15017566622.0,322.0,316.5,325.0,316.5,0.5
DQFF6,DQ,49.1,50.6,48.6,50.6,16154,2586,2026-05-25 08:45:00.038,2026-05-25 13:04:54.749,F,3481,?s??,2000.0,3481,X,68442854.0,20290.0,3360542615.0,49.1,49.1,49.1,49.1,4.45
DSFF6,DS,30.3,32.75,30.3,32.75,2903,1076,2026-05-25 08:45:00.040,2026-05-25 13:03:36.134,F,2353,????,2000.0,2353,X,95589396.0,33370.0,3044193032.0,31.8,32.5,32.5,30.85,2.95
DXFF6,DX,149.0,152.5,148.5,151.5,1992,673,2026-05-25 08:45:00.039,2026-05-25 13:04:57.856,F,3231,?n??,2000.0,3231,X,70126881.0,50473.0,10454996639.0,148.5,149.0,150.5,147.0,4.5
FEFF6,FE,42.9,44.75,42.75,44.25,1560,798,2026-05-25 08:45:16.462,2026-05-25 13:05:27.947,F,2027,?j????,2000.0,2027,X,37622473.0,16910.0,1637354265.0,42.5,43.8,44.35,42.5,1.85
FQFF6,FQ,214.0,231.0,214.0,231.0,2812,1294,2026-05-25 08:45:00.040,2026-05-25 12:58:04.898,F,2301,???_??,2000.0,2301,X,33551128.0,30261.0,7474722546.0,212.0,227.5,227.5,211.5,20.5
FSFF6,FS,35.35,36.5,35.2,36.5,1085,384,2026-05-25 08:45:00.039,2026-05-25 12:42:32.701,F,2312,???_,2000.0,2312,X,66663284.0,25291.0,2415520001.0,36.0,36.4,36.4,35.5,3.3
FTFF6,FT,289.0,310.5,288.0,307.0,13306,5907,2026-05-25 08:45:00.038,2026-05-25 13:05:32.830,F,2313,??q,2000.0,2313,X,100470188.0,96658.0,30032737667.0,296.0,298.5,305.5,287.0,20.5
FZFF6,FZ,123.0,135.5,120.0,131.0,25926,7798,2026-05-25 08:45:00.038,2026-05-25 13:05:22.382,F,2344,????q,2000.0,2344,X,357612926.0,168004.0,45036539414.0,120.5,128.5,133.0,119.0,3.5
GIFF6,GI,132.0,138.0,128.0,129.5,3408,1525,2026-05-25 08:45:00.040,2026-05-25 13:04:42.834,F,2377,?L?P,2000.0,2377,X,80479778.0,61416.0,10611089974.0,131.5,127.0,136.0,127.0,3.0
GRFF6,GR,301.0,322.0,301.0,319.5,3882,2149,2026-05-25 08:45:00.039,2026-05-25 13:05:31.201,F,2449,????q?l,2000.0,2449,X,53596825.0,57086.0,16740011640.0,305.0,317.0,318.5,302.5,21.0
GUFF6,GU,463.0,466.5,426.0,453.0,3156,1915,2026-05-25 08:45:00.039,2026-05-25 13:04:46.621,F,2455,???s,2000.0,2455,X,21814377.0,21967.0,9680701980.0,435.0,444.0,460.0,422.5,19.0
GYFF6,GY,140.5,144.5,133.5,137.5,4819,1744,2026-05-25 08:45:00.039,2026-05-25 13:05:01.943,F,2481,?j?Z,2000.0,2481,X,51247093.0,33579.0,6987195277.0,135.5,134.0,142.5,133.0,0.5
GZFF6,GZ,77.0,80.2,74.60000000000001,78.5,2704,1555,2026-05-25 08:45:00.040,2026-05-25 13:05:25.104,F,2485,????,2000.0,2485,X,70451327.0,45730.0,5388825851.0,74.7,76.7,78.6,74.0,3.7
HCFF6,HC,46.800000000000004,48.0,46.0,46.45,1530,800,2026-05-25 08:45:44.853,2026-05-25 13:04:09.982,F,2498,???F?q,2000.0,2498,X,21032552.0,11423.0,985816758.0,47.2,46.2,47.8,46.2,0.2
HSFF6,HS,36.35,36.65,35.9,35.95,1285,321,2026-05-25 08:45:00.041,2026-05-25 13:00:28.663,F,2618,???a??,2000.0,2618,X,66136647.0,15661.0,2366766064.0,36.0,35.45,36.1,35.45,0.05
IIFF6,II,239.0,243.0,221.0,231.5,1664,718,2026-05-25 08:45:06.240,2026-05-25 09:27:44.354,F,3006,??????,2000.0,3006,X,29848298.0,25343.0,6827554740.0,237.5,229.0,237.5,221.0,8.5
IPFF6,IP,217.0,231.5,208.0,222.5,3022,1512,2026-05-25 08:45:00.039,2026-05-25 13:04:57.583,F,3035,????,2000.0,3035,X,30348381.0,28592.0,6691324145.0,218.0,218.5,231.0,209.0,7.5
IRFF6,IR,1000.0,1035.0,984.0,1000.0,2531,1608,2026-05-25 08:45:00.039,2026-05-25 13:04:56.962,F,3037,?Y??,2000.0,3037,X,24465071.0,57239.0,24456623396.0,1020.0,990.0,1030.0,978.0,20.0
JNFF6,JN,79.2,82.2,77.60000000000001,81.4,1733,993,2026-05-25 08:45:00.039,2026-05-25 13:05:23.619,F,3673,TPK-KY,2000.0,3673,X,33370466.0,21463.0,2647893022.0,78.5,79.5,81.3,77.1,2.5
KDFF6,KD,247.0,254.0,232.0,248.0,1596,1007,2026-05-25 08:45:00.042,2026-05-25 13:05:02.380,F,6271,?P?Y?q,2000.0,6271,X,31053483.0,30246.0,7494406407.0,234.0,243.5,249.0,227.5,17.0
KEFF6,KE,257.0,270.0,241.5,242.5,2041,1151,2026-05-25 08:45:00.041,2026-05-25 13:04:37.948,F,6278,?x????,2000.0,6278,X,28744488.0,29424.0,7035070313.0,253.0,238.0,254.5,238.0,7.0
KFFF6,KF,59.9,64.6,59.1,64.6,4834,2340,2026-05-25 08:45:00.038,2026-05-25 13:03:41.133,F,6282,?d??,2000.0,6282,X,83984619.0,47874.0,5182802627.0,60.2,63.1,63.1,58.6,5.7
KGFF6,KG,300.5,324.0,300.5,305.5,2289,1493,2026-05-25 08:45:00.039,2026-05-25 13:05:29.805,F,6285,????,2000.0,6285,X,35285750.0,37698.0,10765268457.0,303.0,298.0,317.0,297.5,2.0
KUFF6,KU,74.0,77.4,71.7,73.9,13893,6374,2026-05-25 08:45:00.038,2026-05-25 13:05:41.931,F,1802,?x??,2000.0,1802,X,185285181.0,103775.0,13803709127.0,73.0,73.9,76.8,71.9,3.4
KWFF6,KW,56.300000000000004,58.1,54.4,56.9,1336,654,2026-05-25 08:45:53.603,2026-05-25 13:04:56.332,F,2328,?s?t,2000.0,2328,X,27557904.0,17111.0,1549412123.0,55.9,56.5,57.2,54.4,1.7
LQFF6,LQ,66.0,66.3,62.9,66.3,5100,1794,2026-05-25 08:45:00.039,2026-05-25 12:43:17.108,F,2356,?^?~?F,2000.0,2356,X,135283743.0,57220.0,8774891315.0,65.4,65.4,65.4,62.9,5.9
LUFF6,LU,545.0,566.0,528.0,534.0,4073,2260,2026-05-25 08:45:00.038,2026-05-25 13:05:36.662,F,4958,????-KY,2000.0,4958,X,47336484.0,66423.0,25460847250.0,558.0,529.0,558.0,525.0,13.0
LYFF6,LY,953.0,955.0,893.0,896.0,2048,1282,2026-05-25 08:45:00.040,2026-05-25 13:05:12.603,F,8046,?n?q,2000.0,8046,X,30914905.0,86349.0,28164261097.0,940.0,884.0,947.0,879.0,50.0
MBFF6,MB,66.9,72.7,66.6,68.1,4144,1868,2026-05-25 08:45:00.039,2026-05-25 13:05:39.242,F,2355,?q?P,2000.0,2355,X,53636677.0,34413.0,3671812453.0,68.0,67.0,71.0,66.5,1.8
NLFF6,NL,164.5,175.0,162.0,172.5,3085,1474,2026-05-25 08:45:00.040,2026-05-25 13:04:57.381,F,5347,?@??,2000.0,5347,X,43260251.0,28904.0,7266337094.0,162.5,168.5,172.5,160.0,6.5
NOFF6,NO,152.0,161.5,151.0,157.5,1102,680,2026-05-25 08:45:14.414,2026-05-25 13:04:57.764,F,5483,??????,2000.0,5483,X,22256564.0,16094.0,3449289376.0,151.5,154.5,159.0,148.5,7.0
NSFF6,NS,220.5,241.0,218.5,241.0,4957,1699,2026-05-25 08:45:00.038,2026-05-25 13:01:38.846,F,6147,??,2000.0,6147,X,53901799.0,31384.0,12463201747.0,220.0,237.0,237.0,218.0,21.5
OEFF6,OE,12.35,13.05,12.35,13.05,3440,477,2026-05-25 08:45:00.039,2026-05-25 13:02:26.617,F,6116,?m??,2000.0,6116,X,43724582.0,10109.0,568419566.0,13.0,13.0,13.0,13.0,1.15
OZFF6,OZ,607.0,617.0,586.0,617.0,1541,709,2026-05-25 08:45:00.040,2026-05-25 12:57:53.467,F,3711,??????,2000.0,3711,X,26609382.0,31603.0,16093231077.0,598.0,617.0,617.0,584.0,56.0
PEFF6,PE,91.2,96.8,90.8,93.2,3643,2045,2026-05-25 08:45:00.039,2026-05-25 13:05:42.169,F,5425,?x?b,2000.0,5425,X,30939855.0,21955.0,2863574889.0,91.0,91.6,94.8,89.7,4.5
QBFF6,QB,85.8,87.9,80.3,80.8,3607,1582,2026-05-25 08:45:00.039,2026-05-25 13:05:37.629,F,3714,?I??,2000.0,3714,X,95502160.0,93947.0,7850647927.0,85.1,79.7,87.1,78.8,1.7
QOFF6,QO,84.60000000000001,87.5,82.7,83.60000000000001,1546,796,2026-05-25 08:45:00.039,2026-05-25 13:05:27.674,F,1717,????,2000.0,1717,X,48994186.0,33338.0,4094583801.0,85.0,82.2,86.0,82.1,0.8
QUFF6,QU,81.9,88.60000000000001,79.5,88.60000000000001,3380,1382,2026-05-25 08:45:00.039,2026-05-25 12:57:51.279,F,8150,?n?Z,2000.0,8150,X,51440041.0,34303.0,4365656613.0,80.5,86.8,87.0,79.1,7.7
QWFF6,QW,90.2,91.9,84.7,85.10000000000001,1649,794,2026-05-25 08:45:09.144,2026-05-25 13:05:17.453,F,2388,???,2000.0,2388,X,23364457.0,17261.0,2028438416.0,90.3,84.2,91.3,84.1,3.8
QZFF6,QZ,65.8,69.4,62.4,68.9,19990,7620,2026-05-25 08:45:00.038,2026-05-25 13:05:42.753,F,6770,?O?n?q,2000.0,6770,X,321963402.0,151078.0,21299840468.0,65.0,67.6,68.2,62.3,3.8
REFF6,RE,211.5,211.5,198.5,211.5,3222,1421,2026-05-25 08:45:00.040,2026-05-25 13:00:14.941,F,4919,?s??,2000.0,4919,X,55367779.0,43028.0,11695445406.0,210.5,219.0,219.0,202.5,19.5
RLFF6,RL,40.0,43.75,39.95,43.2,2536,1375,2026-05-25 08:45:00.041,2026-05-25 13:05:25.804,F,6443,????,2000.0,6443,X,44461334.0,25008.0,1880368043.0,41.0,43.25,43.6,40.65,3.2
VBFF6,VB,68.5,73.5,68.3,71.4,2243,1212,2026-05-25 08:45:00.040,2026-05-25 13:04:42.546,F,2367,????,2000.0,2367,X,94757587.0,64810.0,6697050268.0,69.8,70.1,72.5,68.2,3.3
