symbol,future_symbol,open,high,low,close,volume,trades,first_time,last_time,month,underlying_symbol,stock_name,unit,symbol_StockDaily,StopDayTrade,volume_StockDaily,trades_StockDaily,amount,Open,Close,High,Low,Change
DXFF6,DX,135.0,143.0,135.0,142.0,3331,1131,2026-05-21 08:45:00.088,2026-05-21 13:44:19.753,F,3231,?n??,2000.0,3231,X,53678775.0,32943.0,7477193191.0,134.5,140.0,141.5,134.0,7.5
FEFF6,FE,41.7,43.1,41.300000000000004,42.85,1100,472,2026-05-21 08:45:00.087,2026-05-21 13:43:43.909,F,2027,?j????,2000.0,2027,X,34914027.0,15104.0,1456926035.0,41.35,42.35,42.45,40.85,1.2
FQFF6,FQ,213.5,216.5,206.0,208.0,1740,802,2026-05-21 08:45:00.087,2026-05-21 13:44:21.881,F,2301,???_??,2000.0,2301,X,26302849.0,24391.0,5424389556.0,211.0,204.5,211.5,204.0,0.5
FSFF6,FS,28.95,30.8,28.85,30.150000000000002,1875,1049,2026-05-21 08:45:00.089,2026-05-21 13:44:58.918,F,2312,???_,2000.0,2312,X,93090678.0,37513.0,2792295054.0,28.8,30.1,30.65,28.6,1.8
FTFF6,FT,263.5,270.5,259.0,263.0,5521,2816,2026-05-21 08:45:00.085,2026-05-21 13:44:54.721,F,2313,??q,2000.0,2313,X,69378109.0,62417.0,18158931748.0,263.5,258.0,267.5,256.0,3.0
FZFF6,FZ,123.0,124.0,114.0,115.5,19266,5335,2026-05-21 08:45:00.085,2026-05-21 13:44:57.506,F,2344,????q,2000.0,2344,X,209614242.0,111077.0,24444011625.0,120.0,114.0,122.5,113.5,1.5
GIFF6,GI,113.0,115.5,113.0,114.5,1107,549,2026-05-21 08:45:51.762,2026-05-21 13:38:26.536,F,2377,?L?P,2000.0,2377,X,20229277.0,13499.0,2291370252.0,112.0,113.0,114.5,112.0,3.5
GNFF6,GN,28.150000000000002,30.25,27.0,30.25,1537,837,2026-05-21 08:45:00.088,2026-05-21 13:43:39.762,F,2401,??,2000.0,2401,X,47782529.0,20537.0,1353380256.0,27.3,29.55,29.55,26.75,2.65
GRFF6,GR,286.0,294.0,286.0,289.5,2104,1179,2026-05-21 08:45:00.087,2026-05-21 13:43:29.119,F,2449,????q?l,2000.0,2449,X,22235703.0,27455.0,6399817878.0,286.0,286.0,292.5,285.0,8.5
GUFF6,GU,412.0,435.0,389.5,392.0,2624,1511,2026-05-21 08:45:00.086,2026-05-21 13:44:16.908,F,2455,???s,2000.0,2455,X,21897204.0,28065.0,8736384354.0,410.0,386.5,419.5,386.5,14.0
GYFF6,GY,137.0,141.5,130.0,134.5,3853,1733,2026-05-21 08:45:00.086,2026-05-21 13:44:25.054,F,2481,?j?Z,2000.0,2481,X,66182056.0,43692.0,8903480130.0,136.5,132.5,140.5,129.5,0.5
HAFF6,HA,44.5,47.85,43.5,47.85,2423,1010,2026-05-21 08:45:00.087,2026-05-21 13:39:07.163,F,2489,??a,2000.0,2489,X,97194722.0,42214.0,4444649361.0,44.3,46.8,46.8,43.2,4.25
IIFF6,II,232.0,239.5,220.5,224.5,3934,1514,2026-05-21 08:45:00.115,2026-05-21 13:44:31.726,F,3006,??????,2000.0,3006,X,27899797.0,29021.0,6271436700.0,232.0,222.0,237.0,219.0,0.5
IPFF6,IP,194.5,210.0,194.5,210.0,2381,1389,2026-05-21 08:45:00.114,2026-05-21 13:44:32.253,F,3035,????,2000.0,3035,X,25033779.0,23657.0,5057799942.0,195.5,208.0,208.0,195.0,18.5
IRFF6,IR,864.0,913.0,863.0,913.0,3761,2231,2026-05-21 08:45:00.086,2026-05-21 13:34:48.768,F,3037,?Y??,2000.0,3037,X,32618917.0,67133.0,29096835325.0,870.0,905.0,905.0,868.0,82.0
ITFF6,IT,153.0,165.0,152.5,164.5,3270,1700,2026-05-21 08:45:00.087,2026-05-21 13:44:52.940,F,3042,????,2000.0,3042,X,32669645.0,21894.0,5190944841.0,154.0,160.0,162.5,151.5,12.0
IXFF6,IX,538.0,563.0,521.0,563.0,2833,1227,2026-05-21 08:45:00.085,2026-05-21 13:30:20.486,F,3189,????,2000.0,3189,X,35212876.0,37796.0,19254979961.0,540.0,554.0,554.0,531.0,50.0
JNFF6,JN,73.5,78.0,71.60000000000001,75.2,2860,1566,2026-05-21 08:45:02.936,2026-05-21 13:44:45.387,F,3673,TPK-KY,2000.0,3673,X,46719701.0,28525.0,3454046241.0,72.1,74.2,77.3,71.1,2.5
JPFF6,JP,120.0,129.0,114.5,125.5,1590,825,2026-05-21 08:45:00.088,2026-05-21 13:44:56.825,F,3702,?j?p?j,2000.0,3702,X,43255218.0,26357.0,5337964709.0,117.0,123.5,127.5,114.0,4.5
KCFF6,KC,244.0,261.5,244.0,261.5,1331,754,2026-05-21 08:45:00.088,2026-05-21 13:30:07.559,F,6239,?O??,2000.0,6239,X,25307576.0,15259.0,6477201252.0,246.5,257.5,257.5,246.5,23.0
KDFF6,KD,194.0,211.0,190.5,210.0,1010,711,2026-05-21 08:45:00.114,2026-05-21 13:44:52.238,F,6271,?P?Y?q,2000.0,6271,X,21336993.0,17031.0,4334666267.0,193.0,206.0,206.0,188.5,18.5
KFFF6,KF,52.300000000000004,55.1,52.300000000000004,54.7,2820,1312,2026-05-21 08:45:00.088,2026-05-21 13:44:43.550,F,6282,?d??,2000.0,6282,X,44229640.0,25851.0,2355958466.0,51.7,53.6,54.5,51.7,2.8
KGFF6,KG,286.0,294.5,277.5,285.0,1633,938,2026-05-21 08:45:00.087,2026-05-21 13:44:56.412,F,6285,????,2000.0,6285,X,24906402.0,29033.0,7050212435.0,287.0,280.5,293.0,276.0,1.5
KUFF6,KU,65.2,67.6,64.6,65.0,3201,1375,2026-05-21 08:45:00.086,2026-05-21 13:44:40.423,F,1802,?x??,2000.0,1802,X,47676085.0,27768.0,3159639425.0,65.0,65.1,67.6,65.0,1.2
LQFF6,LQ,52.6,54.9,52.2,54.800000000000004,1868,964,2026-05-21 08:45:00.088,2026-05-21 13:44:59.399,F,2356,?^?~?F,2000.0,2356,X,52796798.0,26397.0,2823073587.0,52.4,54.1,54.2,51.9,2.7
LUFF6,LU,453.5,480.5,450.0,476.5,6081,3752,2026-05-21 08:45:00.085,2026-05-21 13:44:58.987,F,4958,????-KY,2000.0,4958,X,52414558.0,61245.0,24532659424.0,463.5,469.5,475.5,458.5,30.5
LXFF6,LX,563.0,586.0,560.0,586.0,2738,1306,2026-05-21 08:45:00.085,2026-05-21 13:44:19.820,F,2327,??*,2000.0,2327,X,24699193.0,20470.0,14042798396.0,561.0,572.0,572.0,560.0,52.0
MBFF6,MB,60.5,66.2,59.6,66.2,3619,1751,2026-05-21 08:45:00.087,2026-05-21 13:44:21.306,F,2355,?q?P,2000.0,2355,X,50817733.0,31123.0,3160295742.0,59.8,65.0,65.0,59.2,5.9
NLFF6,NL,162.5,168.0,161.0,167.0,2069,930,2026-05-21 08:45:00.087,2026-05-21 13:44:45.684,F,5347,?@??,2000.0,5347,X,21615053.0,16620.0,3521432637.0,162.5,163.5,166.0,160.5,4.5
NSFF6,NS,227.5,232.0,218.5,225.0,13489,4291,2026-05-21 08:45:00.085,2026-05-21 13:44:55.348,F,6147,??,2000.0,6147,X,81865235.0,76881.0,18291871501.0,221.0,222.5,230.5,217.0,7.0
OEFF6,OE,10.05,10.9,10.05,10.85,2684,825,2026-05-21 08:54:47.328,2026-05-21 13:44:56.115,F,6116,?m??,2000.0,6116,X,86611143.0,15143.0,926650927.0,10.0,10.8,10.8,10.0,0.95
PEFF6,PE,90.9,94.9,86.2,91.7,5032,2775,2026-05-21 08:45:00.086,2026-05-21 13:44:57.409,F,5425,?x?b,2000.0,5425,X,57571139.0,40905.0,5193299941.0,90.6,90.4,93.5,86.6,3.5
QBFF6,QB,72.0,75.5,68.8,74.8,3116,1106,2026-05-21 08:45:00.089,2026-05-21 13:44:56.157,F,3714,?I??,2000.0,3714,X,46260619.0,27986.0,3381251234.0,69.1,74.0,74.1,68.7,6.6
QOFF6,QO,73.9,80.8,73.9,80.0,2311,1040,2026-05-21 08:45:16.421,2026-05-21 13:44:59.232,F,1717,????,2000.0,1717,X,58611906.0,33026.0,4616124467.0,73.5,79.7,79.9,73.5,7.0
QWFF6,QW,86.5,89.2,80.8,85.60000000000001,3385,1839,2026-05-21 08:45:00.088,2026-05-21 13:44:59.080,F,2388,???,2000.0,2388,X,42512808.0,32557.0,3568109281.0,82.2,86.0,88.6,80.2,4.3
QZFF6,QZ,60.0,61.800000000000004,58.800000000000004,59.1,7357,3083,2026-05-21 08:45:00.085,2026-05-21 13:44:48.545,F,6770,?O?n?q,2000.0,6770,X,96108084.0,50064.0,5746493289.0,59.3,59.1,61.2,58.9,1.3
REFF6,RE,168.5,175.0,160.0,175.0,5690,2369,2026-05-21 08:45:00.086,2026-05-21 13:25:51.138,F,4919,?s??,2000.0,4919,X,63209630.0,48646.0,10987472209.0,170.0,181.5,181.5,166.0,16.5
